,year,dma_desc,store address,city,state,zip,simulated_sales,#_of_workers_over_16,median_age,median_earnings,occupation_MBSA,occupation_Ser,occupation_sales_and_office,occupation_NrCM,occupation_PTMm,class_private_wage_and_salary,class_government_workers,class_self_employed,class_unpaid_family_workers,mean_travel_time_to_work,owner_occupied_houseing_units(percent),no_vehicle(percent),public_transportation,occupied_housing_units,housing_built_2014+,num_of_establishments,total population,sex_ratio,more_race_percent,White_race_percent,Black_AfricanAmerican_race_percent,AmericanIndian_Alaska_Native_race_percent,Asian_race_percent,NativeHawaiian_OtherPacificIslander_race_percent,others_race_percent,NotHispanic_Latino_percent
466,2019,Salt Lake City,7453 PLAZA CENTER DRIVE,WEST JORDAN,UT,84084,6581457.374,19359,39.1,35490,34.4,16.2,26.6,9.2,13.3,83.5,11.5,4.9,0.2,22.2,75.6,0.4,304,12053,1.5,,38151,105.9,4.6,78,0.9,0.9,3.6,2.7,9.5,80
467,2019,Cincinnati,4825 MARBURG AVE,CINCINNATI,OH,45209,6831400.118,8098,30.9,51503,62.4,12.1,15.8,1.5,8.1,90.2,6.1,3.6,0.1,,41.7,3.7,255,5970,4.6,,11225,95.5,1.5,82.5,11.1,0.3,4.1,0,0.3,97.2
468,2019,Phoenix (Prescott),15255 N NORTHSIGHT BLVD,SCOTTSDALE,AZ,85260,8870019.538,20870,45.4,57039,56.1,11.4,24.4,2.4,5.6,87.6,5.7,6.5,0.1,20.7,60.6,1,88,18143,1.5,,39861,92.3,2.1,88.3,2.4,0.3,5.7,0.1,1.1,92.6
469,2019,St. Louis,1287 Central Park Drive,OFallon,IL,62269,10767009.66,15544,42.3,49447,45.5,13.4,22.6,4.6,11.1,75.5,21.8,2.7,0,,75.8,2.3,160,11867,3.9,,31567,94.8,4,78.7,12.7,0.1,3.2,0,1.2,95.4
470,2019,Cincinnati,9570 FIELDS ERTEL ROAD,LOVELAND,OH,45140,6519692.765,29136,45.1,48968,48.1,14.5,20.8,6.1,10.5,85.4,8.9,5.5,0.2,,81.6,0.8,56,20684,2.6,,56357,101.6,2,92.5,1.8,0.1,3.1,0,0.5,96.2
471,2019,Houston,24340 NORTHWEST FREEWAY,CYPRESS,TX,77429,6997114.08,42522,43.1,60021,54.6,8.6,23,4.6,9.2,84.3,9.5,6,0.2,34.7,86.7,1,615,28691,7.8,,88628,88.3,2.9,75.1,10.3,0.2,8.8,0,2.8,79.6
472,2019,MADISON,7050 WATTS DRIVE,MADISON,WI,53719,8341750.526,20355,34,48547,56.4,15.6,18.8,2.4,6.5,81.4,15.1,3.5,0,,51.7,1,491,13615,2.6,,31487,107.3,4.3,76.9,8.2,0.2,8.8,0,1.4,92.1
473,2019,TRI CITIES-TN-VA-KY,3019 PEOPLE'S STREET,JOHNSON CITY,TN,37604,4919406.379,17428,38.2,30123,42.8,20.6,19.9,4.6,12,77.8,16.2,5.7,0.3,18.8,51.8,1.9,127,16506,2.6,,36040,95,2.7,85.8,7.8,0.1,2.8,0,0.7,96.1
474,2019,SPOKANE,7619 N DIVISION ST,SPOKANE,WA,99208,7400808.922,25036,42.2,38119,39.1,21.1,21.6,7,10.6,79.2,15.3,5.2,0.3,,67.4,2,575,21836,3.3,,54917,91.6,3.9,88.5,1.8,0.7,2.6,1.1,1.3,94.5
475,2019,DAYTON,8721 TROY PIKE,HUBER HEIGHTS,OH,45424,7645276.915,23945,42.2,38771,36.1,16.4,24.4,7,15.6,78.6,17.8,3.6,0.1,,73.3,1.4,267,19294,0,,51307,94.7,4.9,75.5,15.5,0.7,3.1,0,0.4,97.6
476,2019,WEST PALM BEACH-FT PIERCE,100 GANDER WAY,PALM BEACH GARDENS,FL,33403,9358874.942,6670,40.9,30408,31.1,24.9,15.3,11.2,17.5,82.4,9.8,7.8,0,21.2,45.5,5.2,116,4208,0.3,,12794,94.9,6.2,45.9,44,0,2.6,0.3,1,90.6
477,2019,TAMPA-ST PETE-SARASOTA,25813 US HIGHWAY 19 N,CLEARWATER,FL,33763,3415423.061,8325,43.5,31501,31.9,19.3,27,9.6,12.3,84.5,11.1,4.4,0.1,,60.1,1.4,125,9298,1.1,,19730,82.7,3.4,88.7,3.6,0.2,2,0,2.1,85.3
478,2019,Cleveland-Akron (Canton),5100 PORTAGE STREET,NORTH CANTON,OH,44720,6529403.779,19765,43.5,40319,42.8,14.5,26.5,6.1,10.1,83.8,10.7,5.5,0.1,20.6,71,0.5,105,16200,1.8,,38810,93.9,1.8,93.6,1.6,0.1,2.5,0.1,0.4,98.5
479,2019,Lexington,1996 Pavillion Way,Lexington,KY,40509,12364803.72,22712,39.7,46983,48.9,14.2,22.2,4.4,10.1,79,16.2,4.7,0.1,23,65,2.8,236,16874,6.6,,41645,93.8,3.2,76.1,12.9,0,6.2,0.1,1.6,95.4
480,2019,Chicago,101 BARRINGTON ROAD,SCHAUMBURG,IL,60194,2606220.187,10435,44.3,47889,42,12.8,26.4,5.3,13.4,88.7,7.4,3.9,0,31.5,72.2,1.9,515,7756,0.9,,19525,89.7,3.7,56.5,5.1,0.9,25.2,0,8.6,86
481,2019,Atlanta,2625 ATLANTA HIGHWAY,ATHENS,GA,30606,4804782.278,23001,36.2,30661,45.7,19.6,18.4,5.2,11.1,70.6,24.2,5,0.3,19,42.5,3.2,765,18389,2.2,,45457,99,2,69.2,23.7,0.2,3.5,0.2,1.3,90.9
482,2019,SPOKANE,201 W NEIDER AVE,COEUR D'ALENE,ID,83815,6898622.789,16219,41.7,31298,36.6,17.4,28,8.4,9.5,79,14.5,6.4,0.1,17.8,59.9,1.5,93,14343,7.3,,35142,97.1,2.9,93.2,0.3,2,1.3,0,0.3,94
483,2019,Indianapolis,3175 W 3RD STREET,BLOOMINGTON,IN,47404,4771408.493,12081,34.4,26259,36.8,21.5,22.2,6.2,13,76.1,17.2,6.6,0.1,,55.9,4.7,438,10067,3.6,,23832,105.8,4.5,87.7,3.7,0.1,3.5,0.1,0.4,96.8
484,2019,El Paso,655 SUNLAND PARK DRIVE,EL PASO,TX,79912,4934998.469,37040,41.8,39690,49,17.2,21.5,4.8,7.3,72.4,20.8,6.4,0.4,23.8,58.7,2,581,28490,3.3,,78267,93.4,2.1,77.6,1.6,0.4,3.6,0.4,14.2,29.6
485,2019,LAREDO,5000 SAN DARIO AVENUE,LAREDO,TX,78041,4506097.91,20366,41.2,28262,31.5,20.4,27.9,9.4,10.9,76.2,15.4,8.3,0.1,18.4,58.4,2.5,338,14536,4.7,,47753,91.1,0.8,94.9,1.1,0.2,0.8,0,2,6.8
486,2019,Philadelphia,2620 MORELAND ROAD,WILLOW GROVE,PA,19090,5125735.44,9475,42.7,46682,44.4,12.7,25.1,6.5,10.8,87.8,9.3,2.9,0,,76.7,0.8,399,7049,0.1,,18357,92.3,5.5,72.6,15.6,0.2,5.2,0,0.8,95
487,2019,MADISON,2201 ZEIR ROAD,MADISON,WI,53704,2452094.093,27075,38.7,38229,46.5,18.1,17.8,3.6,13.9,73.4,22.8,3.7,0.1,21.5,55.8,3.2,2268,20861,1.3,,46090,95.1,4.1,76.9,11.9,0.5,5.5,0,1.2,92.2
488,2019,Chicago,13180 S CICERO AVENUE,CRESTWOOD,IL,60445,3941911.008,12484,41.9,39768,27.6,19.9,24.2,10.3,18,87.2,9.7,3.1,0,,80.4,2.1,825,10500,0.1,,25810,92.4,2.4,82.8,8.2,0.3,2.9,0.1,3.3,81.6
489,2019,Dallas-Ft. Worth,5608 Southwest Loop 820,Fort Worth,TX,76132,14080898.16,14043,36.1,41268,50.2,12.7,21.3,6.9,8.9,83.7,11.8,4.4,0.1,,33.1,1.3,135,12798,0.4,,27243,85.4,4,71.2,17.2,1.2,5.5,0.1,0.9,80.5
490,2019,Lincoln-Hastings-Kearney,6845 S 27TH STREET,LINCOLN,NE,68512,4136064.178,7594,42.4,44738,50.4,11.7,22.9,5.9,9,73.3,20.2,5.9,0.6,,65.9,1.4,95,5445,4.6,,13822,98.3,3.8,84.6,4,0.7,6.1,0,0.8,96.3
491,2019,YAKIMA-PASCO-RICHLAND-KENNEWICK,867 N COLUMBIA CENTER BLVD,KENNEWICK,WA,99336,3622333.766,21288,36.9,31389,27.3,21.9,21.3,14.7,14.8,84,12.2,3.8,0.1,,56.7,2.8,182,18815,2.2,,51980,101.7,3.7,75.5,2.4,1,2.5,0.1,14.9,65.9
492,2019,Columbus,3599 Park Mill Run Drive,Hilliard,OH,43026,12610676.74,34865,41.5,50789,51.3,12,22.6,4.6,9.4,82.1,14.5,3.3,0.1,23.7,73.8,0.9,80,23919,4.7,,63047,97.2,2.6,85.4,6,0.1,5.7,0,0.2,95.4
493,2019,Greensboro-High Point-Winston Salem,6103 Landmark Center Blvd,Greensboro,NC,27407,12846492.22,25441,38.8,31867,34.6,19.9,19.9,7.7,18,85,10.5,4.1,0.5,21.5,50.5,2.5,231,20264,1.8,,51900,93.5,3.6,45.1,32,0.9,11.6,0,6.7,85.6
494,2019,Baltimore,6716 GOVERNOR RITCHIE HWY,GLEN BURNIE,MD,21061,3099082.723,28317,38.5,41346,33.1,16.5,26.1,9.9,13.2,76.9,20.1,2.9,0.1,26.6,59.7,1.9,1037,20948,1.7,,53860,92.4,4.4,61.2,25.7,0.3,4.7,0,3.6,90
495,2019,Indianapolis,216 GABLE CROSSING DRIVE,AVON,IN,46123,4500109.152,19013,43.9,51007,47,11,22.3,5.8,13.8,84.8,11.5,3.6,0.1,,88.3,0.2,13,12803,5.9,,36616,100,2.8,84.7,8.3,0.3,3.6,0,0.3,93.5
496,2019,TAMPA-ST PETE-SARASOTA,6126 US 301,ELLENTON,FL,34222,4513313.635,4001,51.2,38627,36.9,23.8,24,5.9,9.3,82.8,12.6,4.6,0,,74.6,0,22,5236,4.9,,11659,84.2,0.6,90.8,3.9,0.2,1.7,0,2.9,89.7
497,2019,San Antonio,6840 Loop 410 NW,San Antonio,TX,78238,10803012.39,11708,38.5,31170,32.2,24.3,22.1,10.1,10.8,80.3,14.6,5.1,0,26.2,52.3,4.4,445,9127,0.9,,25660,90.2,2.5,83.5,7.1,0.1,4,0.3,2.5,31
498,2019,Austin,5151A US Highway 290 West,Austin,TX,78735,14824264.45,9489,42.6,59258,60.7,8.5,22.4,4,4.4,81.5,8.9,9.1,0.5,,55.9,1.2,24,7609,9.7,,18122,90,3,84,2.9,0,8.8,0,1.3,80.1
499,2019,Houston,16960 Southwest Frwy,Sugar Land,TX,77479,10218295.38,44450,45.7,72057,66.9,6.5,20.1,2.2,4.1,85.7,9.1,5.2,0.1,,85.8,0.9,1125,29475,7.5,,93848,95.7,2.2,45.1,7.3,0.1,44,0.3,1,90.5
500,2019,Dallas-Ft. Worth,2650 West Interstate 20,Grand Prairie,TX,75052,10351602.89,48999,41.9,41473,34.1,14.5,24.7,8.2,18.5,81.6,14,4.3,0.2,,77.5,1.2,152,29675,2.8,,95495,94.8,4,49.5,28.4,0.3,9.7,0.1,8,63.1
501,2019,Norfolk-Portsmouth-Newport News,1517 Sams Circle,Chesapeake,VA,23320,15945881.43,30144,39.8,43691,42.5,13.8,22.3,8.9,9.3,71.3,25.2,3.3,0.2,,64.4,1.2,185,23020,4.8,,57619,92.1,5.1,56.4,30.8,0.2,5,0.1,2.4,92.7
502,2019,St. Louis,665 Gravois Bluffs Blvd,Fenton,MO,63026,10735855.07,22635,44.5,44475,43,16.6,23.3,8.1,8.9,88,7.2,4.8,0,,81.3,1,58,16703,1.5,,44333,99.1,2,94.4,0.8,0.2,2.1,0.1,0.4,96.9
503,2019,Little Rock-Pine Bluff,11801 Chenal Parkway,Little Rock,AR,72211,12945571.29,12594,38.1,40936,53.3,13.7,22.3,3.1,7.5,76,21.5,2.4,0.1,,55.2,3,10,9855,2.9,,22553,86.4,2.4,64.2,23.4,0.1,8.1,0,1.8,95.2
504,2019,Charlotte,7965 Lyles Lane NW,Concord,NC,28027,11728959.7,35252,42.3,41874,41.4,14.5,23.7,8.4,11.8,84.8,11.4,3.7,0.1,,74.4,1.5,370,23794,8.2,,68716,92.9,2.4,68.3,18.3,0.6,5.7,0,4.6,88.8
505,2019,Houston,12605 Gessner Road,Houston,TX,77064,13427427.23,24937,39.9,39329,36.7,16.5,23.2,8.1,15.5,86.4,8.5,5,0.2,30.4,59.6,2.4,248,16139,1.1,,48637,102.4,4,57.8,14.1,0.4,16.6,0.1,7,61.5
506,2019,Cincinnati,11925 Commons Drive,Springdale,OH,45246,6891882.912,6760,43.6,34022,30.9,21.1,22.4,7.5,18.1,84.9,10.4,4.5,0.2,,57.1,3.7,188,6186,0.8,,14467,96,1.6,57.6,31.5,0,2.5,0,6.7,83.1
507,2019,Detroit,45160 UTICA PARK BOULEVARD,UTICA,MI,48315,10212456.12,12176,48,47095,45.8,13.2,25.6,5.3,10.1,87.2,8,4.7,0.2,,94.4,1.2,7,10875,2.6,,27662,87.3,2.1,91.6,2.5,0,3.7,0,0.1,97.9
508,2019,Detroit,5901 Mercury Drive,Dearborn,MI,48126,8776958.386,14674,38.2,22450,29.2,20,22.9,7.3,20.7,87.9,7.4,4.5,0.2,,61.9,3.5,108,12939,1.1,,48424,99.8,3.8,91.2,1.7,0.3,2.5,0,0.5,98.5
509,2019,Indianapolis,4641 Lafayette Road,Indianapolis,IN,46254,5913131.544,19955,37.5,32383,30.9,14.5,24.9,5.5,24.2,85.9,10.2,3.7,0.3,,50.2,3.4,217,15771,0,,40276,85.1,4.1,28.8,55.3,0.1,2.7,0,9,84.4
510,2019,Pittsburgh,2000 Casteel Drive,Coraopolis,PA,15108,13235953.1,21539,44.3,47735,48,12.5,26.5,5.1,7.7,88.9,6.9,4.1,0.1,,78.6,1.8,695,16843,1.8,,40971,103.2,3.1,86.9,5.7,0.2,3.7,0,0.5,98.6
511,2019,Omaha,12990 West Center Road,Omaha,NE,68144,14120351.08,12816,43.5,44379,42.4,13.1,27.9,7.6,8.7,86.8,9.8,3.3,0.1,,74.7,1.5,64,9923,1,,23308,92.4,1.5,92.6,3.1,0.8,1.7,0,0.3,94.7
512,2019,Atlanta,7400 Douglas Boulevard,Douglasville,GA,30135,9020049.062,32190,43.3,41141,37.9,15.5,23.3,7.8,15.4,79.8,15,5.1,0.1,,77.5,1,315,22412,1.3,,67710,92.5,2.3,50,44.1,0.1,1.5,0.1,2,92.1
513,2019,Chicago,1325 N Meacham Rd,Schaumburg,IL,60173,6066823.781,7295,37.2,62644,61.8,8.6,18.8,3.6,7.3,91.4,5.5,3.1,0,,38.7,2.5,528,5672,0.8,,12610,98.7,4.1,46.6,3.2,0.4,41.2,0,4.4,91.2
514,2019,Richmond-Petersburg,11500 Midlothian Turnpike,Richmond,VA,23235,11842983.4,17324,44.9,44707,50.6,11.7,20.4,7.7,9.3,78.2,16.3,5.5,0,,69.7,1.2,111,13157,3,,32627,84,3.3,73.8,15.6,0.1,3.7,0.2,3.3,92
515,2019,Chicago,956 Route 59,AURORA,IL,60504,7308794.635,21107,40.9,46278,43.8,15.3,23.8,4.6,12.4,88.6,8.1,3.1,0.2,35.1,61.8,1,1793,13332,2.3,,39070,97.9,4.9,63,10.7,0.4,16.5,0,4.5,76.5
516,2019,Cincinnati,4874 Houston Road,Florence,KY,41042,9278258.198,26391,42.3,38426,33.7,15.2,22.9,7.2,20.7,87.4,9.6,2.9,0.2,22.3,69.9,1.2,219,20678,2,,52185,94.7,2.3,87.2,4.4,0.1,3.2,0,2.9,94.5
517,2019,Houston,9450 FM 1960 Bypass Road West,Humble,TX,77338,11959438.28,21373,38.9,33406,22.2,21.3,26.4,9.9,20.1,82.1,13.4,4.4,0.1,29.3,59.9,2.2,354,15062,9.3,,43558,94.7,1.9,53.7,37.8,0.2,2.7,0.4,3.2,58.8
518,2019,Richmond-Petersburg,401 International Centre Drive,Sandston,VA,23150,7314013.642,6537,44.9,36739,29.6,17,26.4,10.6,16.3,81.8,15.7,2.6,0,,76.4,0.8,14,5112,1.3,,12862,83.2,1.7,69.3,26.9,1.3,0.5,0,0.3,97.7
519,2019,Orlando-Daytona Beach-Melbourne,11100 East Colonial Drive,Orlando,FL,32817,10234815.09,18329,36.5,31403,39.5,17.2,25.5,7.3,10.4,83.6,11.5,4.8,0.2,,55.9,0.7,320,11593,2,,35737,104.9,3.5,70.6,8.5,0,8.9,0,8.5,69.1
520,2019,Indianapolis,301 Noble Creek Drive,Noblesville,IN,46060,11062180.99,22011,38.7,40575,41,15.9,26.5,6.7,9.9,85,11.3,3.6,0.1,,71.3,0.9,14,14688,7.2,,41461,93.3,3.8,88.3,5.7,0.1,1.6,0,0.5,95.5
521,2019,Indianapolis,7667 S. Shelby St.,Indianapolis,IN,46227,7347718.469,26126,38,30412,27.4,18.7,23.4,7.1,23.5,89.6,7.9,2.3,0.2,23.5,50.2,5,550,22198,0.4,,54876,92.2,3.5,73,7,0.1,15.3,0,1.2,93.7
522,2019,Tyler-Longview (Lufkin & Nacogdoche,3900 Troup Hwy,Tyler,TX,75706,9882437.558,4373,39.6,29494,21.2,27.2,15.8,15.4,20.5,80.6,12.1,7.2,0,,67.9,1,70,3136,3.1,,10449,97.6,0.7,75.8,19.5,0.1,0.6,0,3.3,59.9
523,2019,Phoenix (Prescott),1944 S. Greenfield Road,Mesa,AZ,85206,9957736.728,15157,39.4,33993,32.3,19.1,28.1,9.8,10.7,85.1,7.6,7.3,0,,59.6,2.4,304,15645,1.5,,37230,90.9,2.6,87,5.5,1.3,1.2,0.1,2.2,80.9
524,2019,Raleigh-Durham (Fayetteville),4700 Green Road,Raleigh,NC,27604,15804604.83,26944,40.1,35997,39.7,18.1,21.1,10.9,10.2,82,13.6,4.2,0.2,25.1,60.7,2.1,220,18822,3.8,,48494,101.2,2.9,48.2,33.9,0.1,4.2,0.1,10.5,80
525,2019,Houston,16778 I-45 South,Conroe,TX,77384,18816776.6,10019,39.4,55675,49,8.4,25.7,7.1,9.8,82.6,11,6.4,0,,59,1.7,50,7879,21,,19467,91.9,2.6,80.2,7.4,0.2,8.1,0.2,1.3,90.7
526,2019,Lubbock,4304 West Loop 289,lubbock,TX,79407,11606628.2,11989,36.3,31897,34.5,20.5,22.9,11.4,10.7,78.8,16.4,4.1,0.6,,49.8,1.6,97,9475,7.8,,22807,93,2.3,83.3,5.9,0.7,3.7,0.5,3.6,65.7
527,2019,Charleston,6185 Rivers Ave,North Charleston,SC,29406,11501309.91,16668,35.3,25777,23.3,25,21,17.3,12.2,79.5,16.8,3.5,0.3,23.7,35.4,6.1,287,12698,2.9,,34620,94,3.9,47,41.3,0.1,1.4,0,6.1,81.3
528,2019,San Antonio,642 South Walnut Ave,New Braunfels,TX,78130,8624441.592,37834,39.7,37201,34.9,17.8,23.9,10,13.3,79.6,13.7,6.4,0.4,,64.8,1.7,96,28154,11.4,,77400,94.8,2.3,91.9,1.6,0.3,1.2,0,2.7,64
529,2019,Columbus,6060 East Main Street,Columbus,OH,43213,8302676.242,15965,37.7,28716,21.4,24.1,26.3,6.3,21.8,86.2,10.5,3.2,0.1,,33.6,5.9,848,13827,1.2,,33130,93.6,4.7,40.9,46.4,0.1,1.9,0,6,87.2
530,2019,Dallas-Ft. Worth,8651 Airport Frwy,N Richland Hills,TX,76180,9298693.368,19002,40.2,36739,37.5,20.4,22.9,7.2,11.9,82.3,11.3,6.4,0,25.2,50.4,1.2,64,14829,2.1,,37524,89.3,4.2,73.7,8.4,1.4,4.9,1.2,6.2,80.6
531,2019,Chattanooga,482 McBrien Rd,East Ridge,TN,37412,9036876.211,10538,40.9,30670,25.1,17.5,26.4,10.7,20.2,83.2,11.7,4.9,0.1,,60.4,2,0,9021,0.3,,21209,98.5,2.4,76.9,14.9,0,1.1,0,4.7,86.7
532,2019,Hattiesburg-Laurel,1000 Turtle Creek Drive,Hattiesburg,MS,39402,6282710.683,18889,39.6,35448,47,13.6,23.3,4.8,10.4,71.8,23.8,4.1,0.3,,62.6,1.2,10,15577,2.9,,40860,87.9,2.4,70.2,24.9,0.1,1.9,0,0.5,96.6
533,2019,Biloxi-Gulfport,15065 Creosote Road,Gulfport,MS,39503,6239891.65,24832,38.3,32679,29.9,19.4,22.9,12.5,13.9,71.9,23.8,4.1,0.1,,64.9,1.9,11,19737,5.6,,55692,92.7,3.2,65,29.1,0.6,1.2,0,0.9,95
534,2019,Denver,1660 WEST MIDWAY BLVD,BROOMFIELD,CO,80020,10741102.6,28942,41.6,51465,49.7,13,22.5,6,8.7,80.8,14.6,4.6,0,,69.9,1.2,1108,19767,3.2,,50491,104.8,3.3,86.9,1,0.4,6,0,2.3,86.3
535,2019,Colorado Springs-Pueblo,335 N ACADEMY BLVD,COLORADO SPRINGS,CO,80909,7769100.514,18395,36.3,30752,30.1,25,24.1,10.4,9.5,81.9,12.3,5.2,0.6,21.8,50.2,5.4,321,16197,0,,38382,97.7,6.9,75.1,8.1,1.6,1.6,0.1,6.6,76.7
536,2019,Grand Rapids-Kalamazoo-Battle Creek,4620 STADIUM DRIVE,KALAMAZOO,MI,49008,7788175.92,8984,34.2,28864,46.9,17.7,19.1,5.3,11.1,80.8,13.2,5.9,0.2,19.3,58.6,1.7,107,6863,0.2,,17012,95.5,5.6,80.5,9.7,0.2,3.2,0,0.8,96.5
537,2019,Orlando-Daytona Beach-Melbourne,3003 West Vine,Kissimmee,FL,34741,8763636.384,22092,37.5,24943,18.2,29.8,24.9,11.4,15.6,89.5,6.6,3.8,0.1,,28.5,4.1,525,15729,6,,47710,105,5.3,69.2,10,0.1,4.3,0,11,32.4
538,2019,San Antonio,7613 N Loop 1604 E,LIVE OAK,TX,78233,12782664.4,23294,39.1,34867,28.9,18,30.8,9.6,12.1,81.8,12.7,5.1,0.4,24,59.1,2.7,271,17290,4.3,,50103,99.6,4,77.9,10.1,0.5,3,0.1,4.4,54.4
539,2019,Corpus Christi,4949 Greenwood Dr,Corpus Christi,TX,78416,9937138.608,6010,39.1,25797,10.8,31.8,19,23.3,15.1,79.1,12,8.9,0,,58.9,4,80,5193,0,,15973,83.9,2.3,85.9,7.9,0.5,0.7,0,2.7,12.4
540,2019,Grand Rapids-Kalamazoo-Battle Creek,334 Chicago Dr,Georgetown Township,MI,49428,9356814.317,13513,41,40770,37.4,14.5,24.4,7.1,16.6,85.7,9.7,4.6,0,,92.2,0.8,11,10089,1.7,,27445,97.3,3,94.2,0.9,0.3,0.8,0,0.7,95.8
541,2019,Louisville,11501 Blue Grass Pkwy,Jeffersontown,KY,40299,16352943.48,21633,43.4,43600,44.9,12.8,23.4,3.9,15,86.2,10.1,3.5,0.2,,78,1.2,123,16127,4.3,,41463,94.6,2.3,80.5,12.1,0.2,3.3,0.1,1.4,95.7
542,2019,Raleigh-Durham (Fayetteville),4215 University Dr. Suite A2,Durham,NC,27707,9341008.387,25987,37.2,35975,48,16.2,18,10.3,7.3,79.7,16.3,3.7,0.3,21.9,45.9,4.5,1159,20317,2.1,,51414,91.7,4.5,50,37.8,0.3,4.1,0.1,3.2,84.2
543,2019,Phoenix (Prescott),10140 N. 91St,Peoria,AZ,85345,11342507.49,26370,41.9,34596,28.9,20.3,25.3,10.4,15.1,83.8,11.8,4.3,0,28.2,68.2,2.2,427,19842,1.8,,57351,97,4.9,77.8,4.3,1.1,3.4,0.2,8.2,64.1
544,2019,Austin,19000 Limestone Commercial Drive,Pflugerville,TX,78660,13088817.3,49161,40.5,45974,47.6,14.2,21.2,7.8,9.1,75.3,19.2,5.3,0.2,,77.2,1.1,342,30885,13.8,,91300,91.7,5.1,64.4,15.2,1,8.6,0.1,5.7,66.2
545,2019,Detroit,3100 Washtenaw,YPSILANTI,MI,48197,5757899.587,36000,34,32504,42.4,22,18.1,4.6,12.9,80.1,16.1,3.7,0,,54.5,4.4,1607,25517,1.8,,68108,96.3,5.3,63.4,24.6,0.3,5,0.1,1.2,93.8
546,2019,Phoenix (Prescott),12025 N 32nd St,PHOENIX,AZ,85028,10631000.61,9895,48.4,53282,55.8,12.4,21.7,3.6,6.5,83.4,10.2,6.4,0,,86,0.2,138,8080,0.3,,19334,88,4.7,90.3,1.7,0.7,1.7,0.2,0.7,88.8
547,2019,Springfield,3700 S. Campbell Ave,SPRINGFIELD,MO,65807,11516337.16,29513,32.4,28043,33.4,20.3,26,7.2,13,86,10.3,3.7,0,,43.1,1.6,339,25835,0.8,,58103,93.1,4.6,86.1,4.9,0.5,2.6,0.2,1.1,95.6
548,2019,Austin,4801 183A Toll Road,Cedar Park,TX,78613,15344716.98,42716,42.1,53117,53.2,12.3,24,4.5,5.9,80.8,12.7,6.3,0.2,,73,0.9,646,26937,7.7,,81943,96,4.3,81.2,3.1,0.3,8.9,0.1,2.1,80.3
549,2019,Jacksonville,1919 Wells Rd,Orange Park,FL,32073,11751057,20509,40.7,32614,32.7,14.8,26.7,10.7,14.2,83.2,12.5,4.3,0,28.7,65.4,1.1,5,15384,1.2,,42520,95,5.9,65.6,20.6,0,3.9,0,4.1,85.8
